StartDate,ResponseId,Classification,Student_type,WLB_open,Stress_open,Effects_open,RU open,Overall_experience,Additional,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,Race,Race_6_TEXT,Ethnicity,Ethnicity_3_TEXT,Age,
10/10/2023 11:01,R_3smIx3DPKFFsO74,Freshman,Student Athlete,"I feel that I handle my social, academic, and work life well. I make sure to get all my course work done, I go to practice, I still feed myself and take care of myself, and I make time for my friends and doing things that I love to do. ",Taking the time to wind down and getting good sleep seems to help me manage my stress ,My only stress is making sure I get it done in the time frame I want to so that way I can do the other things I want to do,I use the student center to go to the gym and I hang out in the bonnie sometimes with my friends. ,Not at all,No,Agree moderately,Neither agree nor disagree,Agree a little,Agree a little,Agree moderately,Disagree moderately,Agree moderately,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,White,,Not Hispanic or Latino/a/x,,18,36587
10/10/2023 11:30,R_2S3vpyY72s8xgdI,Freshman,Neither Employed Student or Student Athlete,I feel like I spend all my time on schoolwork and studying that I don't have time to relax or spend time with friends or family.,I listen to music. ,"Since I live far away from the University, I can't see my family. I could possibly see them if I didn't have so much work I needed to do.",No. ,"Overall, I feel like my college experience has sucked because my work/ life balance sucks. ",No,Disagree moderately,Disagree a little,Agree a little,Agree moderately,Neither agree nor disagree,Agree strongly,Agree moderately,Agree moderately,Disagree a little,Agree strongly,White,,Not Hispanic or Latino/a/x,,18,36299
10/10/2023 11:50,R_3G3oDIBy06agA5O,Freshman,Neither Employed Student or Student Athlete,I am doing well with balancing both of them. ,Studying ahead and time management,"Sometimes, I felt like I have forgotten stuff that I was supposed to do because I have too many things to think about.",,Not really,,Disagree a little,Disagree strongly,Agree strongly,Disagree a little,Agree strongly,Agree strongly,Agree strongly,Disagree moderately,Agree strongly,Disagree a little,Asian,,Not Hispanic or Latino/a/x,,19,36193
10/10/2023 11:52,R_3iqiH1vPNVoZVnC,Sophomore,Employed Student,good,day planner,sometimes family can be stressful,no,my employer is not good at working with my schedule,no,Neither agree nor disagree,Agree a little,Agree strongly,Disagree strongly,Disagree a little,Disagree a little,Disagree moderately,Disagree strongly,Agree moderately,Neither agree nor disagree,"American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,White",,Other,,19,36199
10/10/2023 12:34,R_1riTXYbYstVypZt,Junior,Neither Employed Student or Student Athlete, I feel like it is good could use some improvement,taking deep breathes and writing out my problems,,,sometimes it can be hard,,Agree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree strongly,Disagree moderately,Black or African American,,Not Hispanic or Latino/a/x,,20,36243
10/10/2023 13:10,R_1Qm67OoX1wBGqLx,Freshman,Neither Employed Student or Student Athlete,very good ,writing down everything I have to do so its there in front of me ,na,na,I think if you are stressed a lot then you don't do well in wither of them ,na,Disagree strongly,Disagree strongly,Disagree strongly,Agree moderately,Agree a little,Disagree strongly,Agree a little,Disagree strongly,Agree a little,Disagree moderately,White,,Not Hispanic or Latino/a/x,,18,36379
10/10/2023 13:11,R_R82YX64XSazbVVT,Freshman,Neither Employed Student or Student Athlete,"i dont have a job, but feel like it would be stressfull if i did",I Get all my work done at once and then do whatever else i want,"i have none
",no,"it has made me change my habits, not in a huge way though",no,Agree moderately,Disagree a little,Agree strongly,Disagree a little,Agree strongly,Disagree a little,Agree strongly,Disagree moderately,Agree moderately,Disagree a little,White,,Not Hispanic or Latino/a/x,,18,36162
10/10/2023 13:08,R_3gNJkCdJlJiW0CM,Freshman,Employed Student,"I only work on the weekends to give myself time to do schoolwork. Although, when my schoolwork flows over into the weekends because I work 10 hours on Saturday and Sunday. That being said, it does not leave much time to do any work that I have not done. ",I like to make lists because I feel less stressed once I mark something off. Sometimes I just have to take a break and breathe. ,,,I have changed my schedule to work less due to all of the schoolwork I have. I believe school comes first. ,,Disagree moderately,Agree strongly,Agree moderately,Disagree a little,Disagree a little,Agree a little,Disagree a little,Disagree moderately,Agree a little,Agree a little,White,,Not Hispanic or Latino/a/x,,18,36182
10/10/2023 10:12,R_26mTePQt2t63neX,Freshman,Neither Employed Student or Student Athlete,It is okay right now.,I hangout with my friends to reduce stress.,Relationships,No,I don't have a job so it doesn't affect me.,no,Agree strongly,Agree moderately,Agree strongly,Agree a little,Agree a little,Disagree strongly,Agree a little,Disagree strongly,Agree a little,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36608
10/10/2023 8:27,R_2aX0uqib1Z6Q981,Freshman,Neither Employed Student or Student Athlete,"I feel like I have a good work-life balance. I do a lot of extracurricular activities and can still manage school. As I do not work this semester, I will work next semester and hopefully be able to manage all my academics and club sports. ",I can plan out my academics and schedule ahead of time and times to study. ,I feel stressed when I have multiple assignments or want to go enjoy a night out or go to the gym but feel like I don't have time.,,college has effected my overall work life balance by making it easier to study and focus on my studies.,,Disagree moderately,Neither agree nor disagree,Agree moderately,Agree moderately,Agree a little,Agree moderately,Agree strongly,Disagree moderately,Agree a little,Agree a little,White,,Not Hispanic or Latino/a/x,,18,36254
10/10/2023 14:24,R_OEjnsDRVkYoJ6GB,Freshman,Neither Employed Student or Student Athlete,neutral,taking time to do my work so i can have time for my personal life,n/a,no,itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s been smooth sailing ,no,Disagree moderately,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,Agree moderately,Agree a little,White,,Not Hispanic or Latino/a/x,,18,36201
10/10/2023 14:30,R_cZL8wFs8yQR8Ewh,Freshman,Neither Employed Student or Student Athlete,"Some weeks my academic work load is worse than others, and I often don't have time to relax or spend time with friends. However I still make sure to get all of my work done before they are due.","If I become too stressed I either walk away for a moment or I work through whatever is stressing me out so I am finished, and return later to fix any mistakes I made if possible.",I am unemployed so this section does not apply to me.,No,"Since I don't have a job, I am unaffected",I'm not sure if I am an outlier since I have no obligations outside of college.,Disagree a little,Disagree moderately,Agree a little,Agree strongly,Agree moderately,Agree a little,Agree moderately,Disagree a little,Neither agree nor disagree,Disagree strongly,"White,Other",Hispanic,Hispanic or Latino/a/x,,18,36301
10/10/2023 15:47,R_2QSxuwsvYjcqrol,Freshman,Employed Student,I feel it is a good balance. My classes aren't very demanding and most work can be complete during class time.,"Down time. Watching a movie, listening to music, or doing something for myself.",,,"I been more tired, so I don't really feel like do things out side of school that involves leaving my room.",,Neither agree nor disagree,Disagree moderately,Agree a little,Disagree a little,Agree a little,Agree moderately,Agree a little,Disagree strongly,Agree moderately,Disagree moderately,Black or African American,,Not Hispanic or Latino/a/x,,18,36310
10/9/2023 19:52,R_Os6T6kYwgoCEk4p,Freshman,Student Athlete,"It is alot trying to manage time for both sports and classes, so it takes alot of time management to be successful in both at the same time. ","Talking with my parents, or friends ",na,no,I dont work but managing school and my sport is pretty difficult because they both take up a big chunk of my time ,no,Agree a little,Agree a little,Agree strongly,Disagree moderately,Agree strongly,Disagree moderately,Neither agree nor disagree,Disagree strongly,Agree a little,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36272
10/10/2023 19:05,R_YRNkksHksotSc0N,Freshman,Neither Employed Student or Student Athlete,I think for me I have a hard tie managing my Social life and school life and it would even harder with a job,I think to relieve my school stress I try and go to the library to get a change and to help me focus more ,I think the main thing is one thing stresses me out to the point where I can't do anything else and don't want to do anything but sleep in the moment,nope,For me if I got a job I think my grades would fall and I would be even more stressed than I already am ,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Agree a little,Disagree a little,Disagree a little,Disagree a little,White,,Not Hispanic or Latino/a/x,,18,36392
10/10/2023 20:08,R_OdwdRwvYeO1yWm5,Freshman,Neither Employed Student or Student Athlete,I feel like I am not properly balancing the current aspects of my life.,I try to look at the bright side and how I can better improve my situation.,N/A,N/A,It has caused me to have regrets about my decision to attend college.,N/A,Disagree strongly,Disagree strongly,Agree strongly,Disagree moderately,Agree a little,Agree strongly,Agree strongly,Disagree moderately,Agree strongly,Agree strongly,Black or African American,,Not Hispanic or Latino/a/x,,18,36544
10/10/2023 21:10,R_1hWNdTeNTY2buUQ,Freshman,Neither Employed Student or Student Athlete,"The schoolwork load is already a lot, I don't think I'd have any time to myself if I had a job here. ","I don't, I try to get everything done.",,,"Currently, I do not have a job here on campus, but I'm not sure if I will get one because my academic life is already stressful as is. ",,Neither agree nor disagree,Agree moderately,Agree moderately,Agree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,18,36264
10/11/2023 6:37,R_2v80t8Xp66wCYKZ,Sophomore,Employed Student,"I feel like I have a good system to where I don't get burnt out, and still complete my work. It can be exhausting at time, but the reward outways the negative aspects. It does feel stressful to think about the amount of hours I'm working, consider I have to pay for the next two years still. ","I make time to go to open labs, just to get the extra studying it. I try to focus only on work or only on school as to not overwhelm myself. I maintain a schedule or checklist to remind myself of everything I have to do that day.",,"Not really. I also don't know where or what a lot of these resources do, or when they are avaliable ",It's a little stressful know that I have to continue working in order to pay for next year. It's also made it harder to make friends.,,Agree a little,Disagree a little,Agree moderately,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Disagree moderately,Neither agree nor disagree,Agree a little,White,,Not Hispanic or Latino/a/x,,19,36454
10/11/2023 7:12,R_1DD7CZ0ovlpTBqB,Junior,Student Athlete,I have a very busy schedule but i make do,Time management and breaks when i get overwhelmed ,missing loved ones ,Im sure their is its just not my forte ,"No, i have the chance to enjoy college ",No,Agree moderately,Disagree strongly,Agree moderately,Disagree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,White,,Not Hispanic or Latino/a/x,,20,36384
10/11/2023 7:42,R_SJzW5RH3qeuYOyZ,Freshman,Employed Student,I feel slightly stressed all the time but rarely feel overwhelming stressed.,time blocking and combining studying and hanging out with friends ,,,over all it hasn't affected me that much other than lack of sleep,,Agree strongly,Agree moderately,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Agree moderately,Agree moderately,Disagree moderately,Disagree strongly,White,,Not Hispanic or Latino/a/x,,19,36534
