Classification,Student_type,WLB_1,WLB_2,WLB_3,WLB_4,WLB_5,WLB_6,WLB_7,WLB_8,WLB_9,WLB_10,WLB_11,Overall_stress,Stress_1,Stress_2,Stress_3,Stress_4,Stress_5,Stress_6,Effects_1,Effects_2,Effects_3,Effects_4,Effects_5,Effects_6,Effects_7,Effects_8,Effects_9,Effects_10,Coping Resources_1,Coping Resources_2,Coping Resources_3,Coping Resources_4,Coping Resources_5,Coping Resources_6,Coping Resources_7,Coping Resources_8,Coping Resources_9,Coping Resources_10,Coping Resources_11,Coping Resources_12,Coping Resources_13,Coping Resources_14,Coping Resources_15,Coping Resources_16,Coping Resources_17,Coping Resources_18,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,Ethnicity,id,ResponseId,WLB_open,Stress_6_TEXT,Stress_open,Effects_open,RU open,Overall_experience,Additional,Race,Race_6_TEXT,Ethnicity_3_TEXT,Age
2,2,3,2,4,4,4,3,4,4,4,3,4,2,6,3,2,2,2,10,2,2,3,3,2,1,2,2,2,2,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,5,3,6,3,6,5,5,3,6,4,2,36439.46852,R_1kGLKwAMdC1LkY5,"I feel confident in my ability to sustain a positive work-life balance. It may be challenging at times, but overall I am able to achieve my goals in life and work.",,"Doing fun activities when I have free time, and relaxing on the weekends.",,No,It���s made my college experience more enjoyable and I think I���ve found a good balance so that there is minimal stress,,5,,,19
1,2,3,1,4,3,4,3,4,3,3,2,4,5,8,9,2,2,9,2,5,5,4,3,4,2,2,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,6,6,5,6,7,3,3,2,3,36335,R_3JFq6miTbvTVEde,"I am able to handle it, but it is stressful most of the time",,I call my mom,It gives me stomach pains,no,balancing school and sports makes life super stressful and at times depressing,no,5,,,18
2,2,2,1,3,3,3,3,2,4,3,2,2,2,8,8,10,6,2,10,5,3,4,4,3,4,3,3,4,5,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,7,5,7,5,6,3,6,2,4,1,1,36128.70163,R_RIg5dROwEgYJegh,It is very difficult to balance school and athletics.,,Taking a self care day or time for myself to relax and hang out with my friends,,,,,6,Hispanic,,19
1,2,3,3,3,3,3,3,3,3,2,3,3,3,6,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,3,4,5,6,2,4,2,4,36364,R_3CK1Q80z5R6TzmA,i feel like it is a struggle sometimes when you have to stay in a get your school work done and your friends are going out.,,meditation and working out,,,,,7,,,18
2,2,2,1,4,3,4,4,4,4,3,1,1,4,6,8,10,6,6,10,4,3,4,4,2,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,7,5,4,6,6,1,5,3,2,36734.86883,R_2eRVlgVZuCRrWo9,Being a student-athlete it can be difficult to balance academics and athletics while also making time for myself and my social life. Work-life balance can often be hard to achieve but staying organized and finding time-management skills that work for me have been the key to balancing these aspects of my life.,,Staying organized everyday and planning out my days ahead of time really help me to minimize stress as much as I can.,,,,,5,,,19
1,2,3,4,3,4,4,3,3,4,3,2,3,2,6,3,2,2,2,3,2,2,4,3,2,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,4,4,5,7,3,7,5,2,36609,R_YS3SYX2iWBixNw5,I feel that my work-life balance isn't too bad. I have time away from work for my life but not as much as i'd like,,I remind myself that everything always works out,,,not particularly,,5,,,18
1,2,2,1,2,3,4,3,1,4,2,1,1,4,9,6,10,6,9,10,4,5,5,5,4,4,4,4,4,5,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,4,4,6,7,6,6,7,2,6,4,2,36396,R_2TAytt7oEV7rRJm,It is very overwhelming.,,I hang out with friends or talk to my boyfriend.,"When I am really stressed, I tend to sleep for way too long or way too little. ",No,It has definitely made my experience a lot more stressful and I feel like I get less sleep these days.,No,5,,,18
1,2,4,3,4,4,3,4,4,4,3,4,5,3,6,3,2,3,2,2,3,4,4,2,2,2,4,2,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,3,6,3,5,4,5,1,5,2,3,36486.31542,R_3MAnbsZsYml0abn,"I think it is a even balance between work and life. However, sometime it leans toward one or the other depending on the week.",,Find daily task that lower my stress level such as spending time outside.,,,I believe it has motivated me to stay on to of my work. It has benefited to organize my schedule and plan accordingly.,,5,,,18
3,2,3,3,4,4,4,3,2,4,3,1,2,2,6,6,2,2,3,2,2,3,4,3,2,2,3,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,7,1,4,3,5,3,2,36384,R_1DD7CZ0ovlpTBqB,I have a very busy schedule but i make do,Down time,Time management and breaks when i get overwhelmed,missing loved ones,Im sure their is its just not my forte,"No, i have the chance to enjoy college ",No,5,,,20
2,2,2.952659987,2.556178891,3.45916303,3.166092784,3.688221962,3.084540773,3.065176628,3.563181294,3.294643004,2.341024177,2.569795939,3.237281861,7.537994738,5.92194592,5.525871453,4.685880722,5.154805735,6.910287721,3.620330256,3.293054848,3.773663893,3.447667752,2.489587036,2.830042172,3.072957917,2.962166788,3.152224466,3.461611448,1.368332826,1.5706846,1.470467556,1.214589339,1.106259909,1.156122838,1.560860625,1.058780411,1.531378297,1.067383359,1.040609336,1.357522064,1.037356646,1.199635459,1.191244543,1.036847304,1.09979069,1.128506305,4.184174651,3.717065331,5.742693448,4.146000714,5.286448463,4.217305411,5.402242598,2.462396464,4.591052113,3.003328275,2.227881852,36294.61827,R_2wiZDZH3FJwLNCA,,,,,,,,,,,
2,2,2,1,4,3,4,4,4,4,3,1,1,4,6,8,10,6,6,10,4,3,4,4,2,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,7,5,4,6,6,1,5,3,2,36734.86883,R_2eRVlgVZuCRrWo9,Being a student-athlete it can be difficult to balance academics and athletics while also making time for myself and my social life. Work-life balance can often be hard to achieve but staying organized and finding time-management skills that work for me have been the key to balancing these aspects of my life.,,Staying organized everyday and planning out my days ahead of time really help me to minimize stress as much as I can.,,,,,5,,,19
4,2,4,3,3,4,4,3,4,4,4,2,2,2,6,6,2,2,6,2,3,3,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,1,3,7,4,1,7,4,2,36571,R_PMrDryKL9VNSXiV,I don't work,,sleep,,,it hasnt,no,3,,,22
2,2,3,2,3,5,4,2,4,4,4,4,2,3,8,6,2,3,2,2,4,3,4,4,4,2,4,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,5,3,7,1,5,6,5,1,2,36094.8368,R_AbKvXXjK6MzR8qd,Can be off balance at times,,Playing music,,,It has been stressful but necessary,,5,,,20
1,2,3,3,3,3,4,4,4,4,4,3,1,3,3,8,10,2,3,10,3,3,4,4,2,2,3,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,5,6,2,7,3,5,3,2,36336,R_1LAnfdKowVE9mmo,great,,Cry,,no,it has not affected my overall experience,no,5,,,18
1,2,2,1,4,4,3,2,2,4,3,1,1,4,8,9,2,6,9,2,5,4,5,4,2,4,5,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,7,7,1,7,1,5,4,2,36391,R_1NsOpwDJOyCDlW8,I feel stressed and overwhelmed majority of the time,,"just relaxing, putting my phone away (a lot of stress comes from it) being alone, and being productive when i have free time",sometimes i get so stressed i make myself feel nauseous,no,it has made it difficult to enjoy.,,5,,,18
2,2,2,1,3,3,3,3,2,4,3,2,2,2,8,8,10,6,2,10,5,3,4,4,3,4,3,3,4,5,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,7,5,7,5,6,3,6,2,4,1,1,36128.70163,R_RIg5dROwEgYJegh,It is very difficult to balance school and athletics.,,Taking a self care day or time for myself to relax and hang out with my friends,,,,,6,Hispanic,,19
1,2,2,2,2,3,3,3,4,2,2,2,4,4,8,6,10,10,3,10,4,4,4,4,1,3,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,7,4,1,5,2,4,36422,R_1IEtidGtEuBfIov,I feel overwhelmed trying to juggle the two,,I try telling myself one thing at a time,None,Office hours,I haven���t been able to focus on my studies how ,No,7,,,18
1,2,2,2,3,3,4,2,3,4,3,1,1,4,6,9,3,6,6,6,4,5,4,4,2,5,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,6,4,7,7,5,3,5,1,5,5,2,37063.05751,R_12meGi0QFJmLhvj,I feel that sports take up majority of my time. Sometimes I feel as if I���m here for a sport rather than school which makes me extremely stresse,People,"I use counseling as a resource to manage my stress. It���s a good space for me to feel like I don���t have to get anything done. I can just go in and talk about what���s stressing me out, so I can find",,,I think it���s made me feel very stuck in my repetitive day to day life. Sometimes I feel like I don���t have time to do things that will relieve stress because I have so mu,,5,,,18
1,2,2,2,4,3,4,3,1,4,3,3,2,3,8,6,10,3,3,10,4,3,4,4,2,2,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,5,5,5,6,5,6,4,2,36538,R_2ypU5x6bDXXqoX7,Stressed sometimes especially if i have exams,-,Sleep,-,-,It���s hard to get a,-,5,,,19
2,2,2.952659987,2.556178891,3.45916303,3.166092784,3.688221962,3.084540773,3.065176628,3.563181294,3.294643004,2.341024177,2.569795939,3.237281861,7.537994738,5.92194592,5.525871453,4.685880722,5.154805735,6.910287721,3.620330256,3.293054848,3.773663893,3.447667752,2.489587036,2.830042172,3.072957917,2.962166788,3.152224466,3.461611448,1.368332826,1.5706846,1.470467556,1.214589339,1.106259909,1.156122838,1.560860625,1.058780411,1.531378297,1.067383359,1.040609336,1.357522064,1.037356646,1.199635459,1.191244543,1.036847304,1.09979069,1.128506305,4.184174651,3.717065331,5.742693448,4.146000714,5.286448463,4.217305411,5.402242598,2.462396464,4.591052113,3.003328275,2.227881852,36294.61827,R_2wiZDZH3FJwLNCA,,,,,,,,,,,
1,2,3,2,4,5,4,3,4,4,4,2,2,3,8,8,2,6,8,2,4,2,3,4,1,1,3,3,3,4,1,1,1,1,1,2,2,3,1,1,1,3,1,1,1,1,1,3,5,6,6,4,5,4,7,1,6,2,2,36118,R_YYL9fVfnqBlla9z,"I feel that I am able to manage my work-life balance pretty well. At the same time, it is definitely stressful to manage everything at once.",,I go to Morgan's Message meetings. This allows for an outlet for me.,Stress between friends,Morgan's Message,It has caused stress.,No,5,,,18
1,2,4,4,5,4,5,4,4,4,4,2,4,2,6,6,2,2,2,2,2,1,3,4,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,4,5,7,1,7,6,4,1,7,7,2,36350,R_0UifN5IbK8p92pz,I feel that I have a very organized day that allows me to complete all my necessary obligations while also maintaining time for myself.,,Study hall and planners for academics. Practicing and believing in my abilities for sports. Just trying to maintain a balance.,More homesick.,Athlete Study Hall,I feel like I do a good job working hard and focusing almost all my time to my sport and academics and then it leaves me the weekends to enjoy for myself.,,5,,,18
1,2,2,1,2,4,3,3,2,1,3,3,3,4,9,6,2,2,8,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,36371,R_3EuqNkupodweaUM,stressed,,I go to concealing,I don't have a job,no,don't have a job,no,"3,5",,,19
1,2,4,3,4,4,3,4,4,4,3,4,5,3,6,3,2,3,2,2,3,4,4,2,2,2,4,2,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,3,6,3,5,4,5,1,5,2,3,36486.31542,R_3MAnbsZsYml0abn,"I think it is a even balance between work and life. However, sometime it leans toward one or the other depending on the week.",,Find daily task that lower my stress level such as spending time outside.,,,I believe it has motivated me to stay on to of my work. It has benefited to organize my schedule and plan accordingly.,,5,,,18
2,2,3,2,3,5,4,2,4,4,4,4,2,3,8,6,2,3,2,2,4,3,4,4,4,2,4,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,5,3,7,1,5,6,5,1,2,36094.8368,R_AbKvXXjK6MzR8qd,Can be off balance at times,,Playing music,,,It has been stressful but necessary,,5,,,20
1,2,3,4,4,4,4,4,3,4,4,3,4,2,6,3,2,2,3,10,2,4,4,4,2,4,4,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,7,3,7,6,6,2,6,5,2,36565.82717,R_1CBLb1d3EpBJhp0,Organized,,Planning,,no,Improve time management,no,5,,,18
1,2,2,2,3,3,4,3,2,3,3,1,2,3,8,8,2,2,6,10,4,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,7,5,5,7,5,2,7,2,2,36167,R_A0tBQogKkzx8Eed,satisfied,,outdoor walks,none,no,more eventful,no,3,,,19
1,2,4,3,4,4,3,4,4,4,3,4,5,3,6,3,2,3,2,2,3,4,4,2,2,2,4,2,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,3,6,3,5,4,5,1,5,2,3,36486.31542,R_3MAnbsZsYml0abn,"I think it is a even balance between work and life. However, sometime it leans toward one or the other depending on the week.",,Find daily task that lower my stress level such as spending time outside.,,,I believe it has motivated me to stay on to of my work. It has benefited to organize my schedule and plan accordingly.,,5,,,18
1,2,3,2,4,3,3,3,3,4,3,4,2,3,6,8,10,10,6,8,3,4,3,4,2,2,3,4,4,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,5,5,3,5,2,5,2,2,36483,R_1nMF0ASECD5At9o,"It is fairly difficult to manage my academic and athletic commitments, but I have developed strategies and habits that have allowed it to be easier.",Finances,"I like to take time to rest, when available, to relieve my stress and then allow myself to refocus.",,,"Because of the overall academic and athletic pressures that I face, it is often hard to enjoy my college experience and engage in social actvities, because my attention is always focused on the next task.",,"2,5",,,18
1,2,2,1,2,3,4,3,1,4,2,1,1,4,9,6,10,6,9,10,4,5,5,5,4,4,4,4,4,5,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,4,4,6,7,6,6,7,2,6,4,2,36396,R_2TAytt7oEV7rRJm,It is very overwhelming.,,I hang out with friends or talk to my boyfriend.,"When I am really stressed, I tend to sleep for way too long or way too little. ",No,It has definitely made my experience a lot more stressful and I feel like I get less sleep these days.,No,5,,,18
4,2,4,3,3,4,4,3,4,4,4,2,2,2,6,6,2,2,6,2,3,3,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,1,3,7,4,1,7,4,2,36571,R_PMrDryKL9VNSXiV,I don't work,,sleep,,,it hasnt,no,3,,,22
1,2,2,2,2,3,3,3,4,2,2,2,4,4,8,6,10,10,3,10,4,4,4,4,1,3,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,7,4,1,5,2,4,36422,R_1IEtidGtEuBfIov,I feel overwhelmed trying to juggle the two,,I try telling myself one thing at a time,None,Office hours,I haven���t been able to focus on my studies how ,No,7,,,18
1,2,2,3,3,3,4,1,2,4,4,1,1,3,8,6,3,8,9,2,5,3,2,3,4,3,2,4,2,4,2,2,3,2,2,2,1,1,3,1,1,1,1,1,2,1,1,1,6,5,6,7,6,5,5,6,6,5,1,36187,R_RJlQnYoDZLXskal,"I think that overall I know how to balance work, school, and sports, yet they still intervene since there's times where all my activities happen at the same time. ",,"I try to use all my spare time to do my ""missing"" assignment or do some of my personal errands and schedule the rest of my life",My personal life and the dynamics within my family definitely has an effect on how in interact in life,,I don't think it has affected me yet. I have a good balance in life for the mean time,,5,,,18
2,2,4,2,2,1,4,2,4,2,2,4,3,3,6,8,2,2,8,10,4,4,3,3,4,4,2,4,4,4,2,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,4,3,5,5,5,6,3,2,3,2,35954.6177,R_eL3m4INmZ4gs4Y9,"Okay, I wish there were times I had more time to do everything. Mostly it���s just hard to find the motivation to get through a week when every week is the ",,Calling my parents,"It���s hard to find time to eat , and find the energy to get through the day + work",,,,3,,,19
1,2,4,4,5,4,5,4,4,4,4,2,4,2,6,6,2,2,2,2,2,1,3,4,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,4,5,7,1,7,6,4,1,7,7,2,36350,R_0UifN5IbK8p92pz,I feel that I have a very organized day that allows me to complete all my necessary obligations while also maintaining time for myself.,,Study hall and planners for academics. Practicing and believing in my abilities for sports. Just trying to maintain a balance.,More homesick.,Athlete Study Hall,I feel like I do a good job working hard and focusing almost all my time to my sport and academics and then it leaves me the weekends to enjoy for myself.,,5,,,18
2,2,2.952659987,2.556178891,3.45916303,3.166092784,3.688221962,3.084540773,3.065176628,3.563181294,3.294643004,2.341024177,2.569795939,3.237281861,7.537994738,5.92194592,5.525871453,4.685880722,5.154805735,6.910287721,3.620330256,3.293054848,3.773663893,3.447667752,2.489587036,2.830042172,3.072957917,2.962166788,3.152224466,3.461611448,1.368332826,1.5706846,1.470467556,1.214589339,1.106259909,1.156122838,1.560860625,1.058780411,1.531378297,1.067383359,1.040609336,1.357522064,1.037356646,1.199635459,1.191244543,1.036847304,1.09979069,1.128506305,4.184174651,3.717065331,5.742693448,4.146000714,5.286448463,4.217305411,5.402242598,2.462396464,4.591052113,3.003328275,2.227881852,36294.61827,R_2wiZDZH3FJwLNCA,,,,,,,,,,,
1,2,3,2,4,4,4,3,3,4,3,1,3,4,6,6,10,2,8,2,4,4,4,3,1,1,3,5,4,4,2,1,1,2,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,4,6,5,6,5,7,2,6,4,2,36135,R_cJ5yOIHkNoDcHTP,I am able to manage it but it can be stressful at times,N/a,Planning,,,,,5,,,18
3,2,2,2,4,3,4,5,3,2,2,1,3,3,8,6,2,10,3,10,4,2,3,3,1,4,4,2,5,5,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2.988751386,2.79645293,6.08197959,4.304482954,4.642387267,4.936162769,4.649252249,0.764413588,3.8437111,2.911101286,2.817261016,36529.4414,R_0iWhs91Vbvqj409,"I can do it, just hard when i���m so busy all th",,getting everything done,"I can never relax or process anything, it���s always go",no,im missing out a little socially,nope!,,,,
1,2,2,2,3,3,4,2,3,4,3,1,1,4,6,9,3,6,6,6,4,5,4,4,2,5,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,6,4,7,7,5,3,5,1,5,5,2,37063.05751,R_12meGi0QFJmLhvj,I feel that sports take up majority of my time. Sometimes I feel as if I���m here for a sport rather than school which makes me extremely stresse,People,"I use counseling as a resource to manage my stress. It���s a good space for me to feel like I don���t have to get anything done. I can just go in and talk about what���s stressing me out, so I can find",,,I think it���s made me feel very stuck in my repetitive day to day life. Sometimes I feel like I don���t have time to do things that will relieve stress because I have so mu,,5,,,18
2,2,2.952659987,2.556178891,3.45916303,3.166092784,3.688221962,3.084540773,3.065176628,3.563181294,3.294643004,2.341024177,2.569795939,3.237281861,7.537994738,5.92194592,5.525871453,4.685880722,5.154805735,6.910287721,3.620330256,3.293054848,3.773663893,3.447667752,2.489587036,2.830042172,3.072957917,2.962166788,3.152224466,3.461611448,1.368332826,1.5706846,1.470467556,1.214589339,1.106259909,1.156122838,1.560860625,1.058780411,1.531378297,1.067383359,1.040609336,1.357522064,1.037356646,1.199635459,1.191244543,1.036847304,1.09979069,1.128506305,4.184174651,3.717065331,5.742693448,4.146000714,5.286448463,4.217305411,5.402242598,2.462396464,4.591052113,3.003328275,2.227881852,36294.61827,R_2wiZDZH3FJwLNCA,,,,,,,,,,,
1,2,4,4,4,4,4,3,3,4,4,3,3,3,6,3,2,3,6,2,2,4,4,4,2,3,2,1,3,3,2,3,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,6,4,5,5,6,2,6,4,4,3,2,36587,R_3smIx3DPKFFsO74,"I feel that I handle my social, academic, and work life well. I make sure to get all my course work done, I go to practice, I still feed myself and take care of myself, and I make time for my friends and doing things that I love to do. ",,Taking the time to wind down and getting good sleep seems to help me manage my stress,My only stress is making sure I get it done in the time frame I want to so that way I can do the other things I want to do,I use the student center to go to the gym and I hang out in the bonnie sometimes with my friends.,Not at all,No,5,,,18
1,2,2,1,2,4,3,3,2,1,3,3,3,4,9,6,2,2,8,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,36371,R_3EuqNkupodweaUM,stressed,,I go to concealing,I don't have a job,no,don't have a job,no,"3,5",,,19
1,2,3,3,3,3,3,3,3,3,2,3,3,3,6,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,3,4,5,6,2,4,2,4,36364,R_3CK1Q80z5R6TzmA,i feel like it is a struggle sometimes when you have to stay in a get your school work done and your friends are going out.,,meditation and working out,,,,,7,,,18
1,2,4,2,4,4,4,4,4,4,4,3,4,4,6,8,10,8,8,10,2,4,4,4,4,4,2,3,2,4,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,4,3,5,3,3,3,3,36389,R_3eku4LhFLxWtIo9,"I feel that sometimes I am not able to manage it, and my balance gets all messed up. I just have to take a deep breath and tell myself to calm down and reset and everything turns out to be fine!",,"My friends, family, and people that are close to me in my life.",,,"Yes, it has made me very stressed and upset at some points. Fall break was a nice break and the stresses went away, but now they are back again.",,5,,White,18
1,2,2,1,2,3,4,3,1,4,2,1,1,4,9,6,10,6,9,10,4,5,5,5,4,4,4,4,4,5,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,4,4,6,7,6,6,7,2,6,4,2,36396,R_2TAytt7oEV7rRJm,It is very overwhelming.,,I hang out with friends or talk to my boyfriend.,"When I am really stressed, I tend to sleep for way too long or way too little. ",No,It has definitely made my experience a lot more stressful and I feel like I get less sleep these days.,No,5,,,18
1,2,2,2,3,4,3,3,3,4,3,3,4,3,6,8,2,2,6,2,4,3,4,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,2,7,2,4,1,5,1,2,36272,R_Os6T6kYwgoCEk4p,"It is alot trying to manage time for both sports and classes, so it takes alot of time management to be successful in both at the same time. ",na,"Talking with my parents, or friends ",na,no,I dont work but managing school and my sport is pretty difficult because they both take up a big chunk of my time,no,5,,,18
4,2,4,3,3,4,4,3,4,4,4,2,2,2,6,6,2,2,6,2,3,3,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,1,3,7,4,1,7,4,2,36571,R_PMrDryKL9VNSXiV,I don't work,,sleep,,,it hasnt,no,3,,,22
3,2,3,3,4,4,4,3,2,4,3,1,2,2,6,6,2,2,3,2,2,3,4,3,2,2,3,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,7,1,4,3,5,3,2,36384,R_1DD7CZ0ovlpTBqB,I have a very busy schedule but i make do,Down time,Time management and breaks when i get overwhelmed,missing loved ones,Im sure their is its just not my forte,"No, i have the chance to enjoy college ",No,5,,,20
2,2,4,3,3,4,4,2,4,5,3,4,4,3,8,3,6,3,6,9,3,2,4,4,4,2,3,3,3,3,1,1,2,2,1,1,2,1,2,1,1,3,1,1,1,1,1,1,2,4,4,3,4,5,5,3,3,5,2,36291,R_232GAjgscQgS77S,I think I could balance my school work and other activities a bit better but my system now works good enough for me,Planning for the future,I smoke weed,Sometime stressing for a long period of time makes my appetite go away and I don't eat as much,The gym helps me relieve stress and work on my physical wellbeing,"I feel it is part of college, to learn how to balance all the things on your plate on your own for the first time","Good questions
","1,5",,,20
1,2,3,2,4,3,3,3,3,4,3,4,2,3,6,8,10,10,6,8,3,4,3,4,2,2,3,4,4,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,5,5,3,5,2,5,2,2,36483,R_1nMF0ASECD5At9o,"It is fairly difficult to manage my academic and athletic commitments, but I have developed strategies and habits that have allowed it to be easier.",Finances,"I like to take time to rest, when available, to relieve my stress and then allow myself to refocus.",,,"Because of the overall academic and athletic pressures that I face, it is often hard to enjoy my college experience and engage in social actvities, because my attention is always focused on the next task.",,"2,5",,,18
3,2,2,2,4,3,4,5,3,2,2,1,3,3,8,6,2,10,3,10,4,2,3,3,1,4,4,2,5,5,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2.988751386,2.79645293,6.08197959,4.304482954,4.642387267,4.936162769,4.649252249,0.764413588,3.8437111,2.911101286,2.817261016,36529.4414,R_0iWhs91Vbvqj409,"I can do it, just hard when i���m so busy all th",,getting everything done,"I can never relax or process anything, it���s always go",no,im missing out a little socially,nope!,,,,
2,2,2,2,3,3,4,3,3,4,3,2,2,3,8,6,3,3,3,10,3,2,4,4,4,4,4,4,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,3,6,3,6,2,5,2,2,36171.95087,R_2AX8FnX0lNxE6X6,It���s pretty intense but mana,,Try and do nothing some days,,,"It has made it stressful at times, feeling like there is no end to tasks",,5,,,19
3,2,3,3,4,4,4,3,2,4,3,1,2,2,6,6,2,2,3,2,2,3,4,3,2,2,3,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,7,1,4,3,5,3,2,36384,R_1DD7CZ0ovlpTBqB,I have a very busy schedule but i make do,Down time,Time management and breaks when i get overwhelmed,missing loved ones,Im sure their is its just not my forte,"No, i have the chance to enjoy college ",No,5,,,20
2,2,2,1,3,3,3,3,2,4,3,2,2,2,8,8,10,6,2,10,5,3,4,4,3,4,3,3,4,5,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,7,5,7,5,6,3,6,2,4,1,1,36128.70163,R_RIg5dROwEgYJegh,It is very difficult to balance school and athletics.,,Taking a self care day or time for myself to relax and hang out with my friends,,,,,6,Hispanic,,19
2,2,2,1,4,3,4,4,4,4,3,1,1,4,6,8,10,6,6,10,4,3,4,4,2,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,7,5,4,6,6,1,5,3,2,36734.86883,R_2eRVlgVZuCRrWo9,Being a student-athlete it can be difficult to balance academics and athletics while also making time for myself and my social life. Work-life balance can often be hard to achieve but staying organized and finding time-management skills that work for me have been the key to balancing these aspects of my life.,,Staying organized everyday and planning out my days ahead of time really help me to minimize stress as much as I can.,,,,,5,,,19
1,2,2,2,3,4,3,3,3,4,3,3,4,3,6,8,2,2,6,2,4,3,4,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,2,7,2,4,1,5,1,2,36272,R_Os6T6kYwgoCEk4p,"It is alot trying to manage time for both sports and classes, so it takes alot of time management to be successful in both at the same time. ",na,"Talking with my parents, or friends ",na,no,I dont work but managing school and my sport is pretty difficult because they both take up a big chunk of my time,no,5,,,18
